country,country_name,year,party,vote_share,seat_share,share_diff,seats,seats_total,elec_sys
CAN,Canada,1900,CPC,47.4,37.6,-9.8,80,213,First-past-post
CAN,Canada,1900,LP,51.2,62.4,11.2,133,213,First-past-post
GBR,United Kingdom,1900,LUP,7.4,10.1,2.7,68,670,First-past-post
GBR,United Kingdom,1900,Lib,41.2,27.5,-13.7,184,670,First-past-post
GBR,United Kingdom,1900,Con,41.2,49.9,8.7,334,670,First-past-post
USA,United States of America,1900,Dem,43,42.3,-0.7,151,357,First-past-post
USA,United States of America,1900,Rep,52.1,55.2,3.1,197,357,First-past-post
DNK,Denmark,1901,MV,11.4,14,2.6,16,114,First-past-post
DNK,Denmark,1901,SD,17.1,12.3,-4.8,14,114,First-past-post
DNK,Denmark,1901,KF,24,7,-17,8,114,First-past-post
DNK,Denmark,1901,V,42.9,66.7,23.8,76,114,First-past-post
NLD,Netherlands,1901,CHU,6.7,10,3.3,10,100,Two-round
NLD,Netherlands,1901,BVL,6.8,8,1.2,8,100,Two-round
NLD,Netherlands,1901,VDB,7.3,9,1.7,9,100,Two-round
NLD,Netherlands,1901,SDAP,9.5,7,-2.5,7,100,Two-round
NLD,Netherlands,1901,AB/RSKP,15.7,25,9.3,25,100,Two-round
NLD,Netherlands,1901,LU,20.8,18,-2.8,18,100,Two-round
NLD,Netherlands,1901,ARP,27.4,22,-5.4,22,100,Two-round
CHE,Switzerland,1902,LPS,8.6,12,3.4,20,167,Two-round
CHE,Switzerland,1902,SP,12.6,4.2,-8.4,7,167,Two-round
CHE,Switzerland,1902,KK/CVP,23.1,21.6,-1.5,36,167,Two-round
CHE,Switzerland,1902,FDP,50.4,59.9,9.5,100,167,Two-round
FRA,France,1902,PS,6.3,7.8,1.5,45,575,Two-round
FRA,France,1902,PR,10.1,13,2.9,75,575,Two-round
FRA,France,1902,Con,14.1,25.2,11.1,145,575,Two-round
FRA,France,1902,RI,16.8,20.3,3.5,117,575,Two-round
FRA,France,1902,GR,29.7,30.4,0.7,175,575,Two-round
GRC,Greece,1902,KE,NA,46.8,NA,110,235,First-past-post
GRC,Greece,1902,NK,NA,29.8,NA,70,235,First-past-post
GRC,Greece,1902,TM,NA,12.8,NA,30,235,First-past-post
NZL,New Zealand,1902,RP,20.6,23.8,3.2,19,80,First-past-post
NZL,New Zealand,1902,LP/UP,51.8,58.8,7,47,80,First-past-post
NZL,New Zealand,1902,indep,NA,12.5,NA,10,80,First-past-post
USA,United States of America,1902,Dem,43.8,46.1,2.3,178,386,First-past-post
USA,United States of America,1902,Rep,50.5,53.9,3.4,208,386,First-past-post
AUS,Australia,1903,PP,29.7,34.7,5,26,75,First-past-post
AUS,Australia,1903,ALP,31,30.7,-0.3,23,75,First-past-post
AUS,Australia,1903,FTP,34.4,33.3,-1.1,25,75,First-past-post
DNK,Denmark,1903,MV,8,10.5,2.5,12,114,First-past-post
DNK,Denmark,1903,SD,20.1,14,-6.1,16,114,First-past-post
DNK,Denmark,1903,KF,20.5,10.5,-10,12,114,First-past-post
DNK,Denmark,1903,V,47.1,64,16.9,73,114,First-past-post
NOR,Norway,1903,DNA,9.7,4.3,-5.4,5,117,Two-round
NOR,Norway,1903,V,42.7,41,-1.7,48,117,Two-round
NOR,Norway,1903,H and MV + FV,44.8,NA,NA,NA,NA,Two-round
NOR,Norway,1903,H,NA,40.2,NA,47,117,Two-round
NOR,Norway,1903,MV,NA,9.4,NA,11,117,Two-round
NOR,Norway,1903,SP,NA,4.3,NA,5,117,Two-round
CAN,Canada,1904,CPC,46.4,35,-11.4,75,214,First-past-post
CAN,Canada,1904,LP,52,64.5,12.5,138,214,First-past-post
USA,United States of America,1904,Dem,39.8,35.2,-4.6,136,386,First-past-post
USA,United States of America,1904,Rep,55,64.8,9.8,250,386,First-past-post
CHE,Switzerland,1905,LPS,6.7,11.4,4.7,19,167,Two-round
CHE,Switzerland,1905,SP,14.7,1.2,-13.5,2,167,Two-round
CHE,Switzerland,1905,KK/CVP,22.5,21.6,-0.9,36,167,Two-round
CHE,Switzerland,1905,FDP,49.2,62.3,13.1,104,167,Two-round
NLD,Netherlands,1905,BVL,8.2,9,0.8,9,100,Two-round
NLD,Netherlands,1905,VDB,8.8,11,2.2,11,100,Two-round
NLD,Netherlands,1905,CHU,10.8,8,-2.8,8,100,Two-round
NLD,Netherlands,1905,SDAP,11.2,7,-4.2,7,100,Two-round
NLD,Netherlands,1905,AB/RSKP,13.1,25,11.9,25,100,Two-round
NLD,Netherlands,1905,LU,20,25,5,25,100,Two-round
NLD,Netherlands,1905,ARP,24.7,15,-9.7,15,100,Two-round
NZL,New Zealand,1905,RP,29.7,20,-9.7,16,80,First-past-post
NZL,New Zealand,1905,LP/UP,53.1,72.5,19.4,58,80,First-past-post
NZL,New Zealand,1905,indep,NA,7.5,NA,6,80,First-past-post
AUS,Australia,1906,PP,16.4,21.3,4.9,16,75,First-past-post
AUS,Australia,1906,ALP,36.6,34.7,-1.9,26,75,First-past-post
AUS,Australia,1906,FTP,38.2,36,-2.2,27,75,First-past-post
DNK,Denmark,1906,MV,6.8,7.9,1.1,9,114,First-past-post
DNK,Denmark,1906,RV,12.6,7.9,-4.7,9,114,First-past-post
DNK,Denmark,1906,KF,21,10.5,-10.5,12,114,First-past-post
DNK,Denmark,1906,SD,25.4,21.1,-4.3,24,114,First-past-post
DNK,Denmark,1906,V,31.2,49.1,17.9,56,114,First-past-post
FRA,France,1906,RI,7.8,6.8,-1,39,575,Two-round
FRA,France,1906,GR,8,9,1,52,575,Two-round
FRA,France,1906,PS,9.9,9.2,-0.7,53,575,Two-round
FRA,France,1906,RP,14.1,11.7,-2.4,67,575,Two-round
FRA,France,1906,PR,28.5,41.6,13.1,239,575,Two-round
FRA,France,1906,C-FR,29.2,18.6,-10.6,107,575,Two-round
GBR,United Kingdom,1906,Lab,5.5,4.3,-1.2,29,670,First-past-post
GBR,United Kingdom,1906,LUP,5.9,3.9,-2,26,670,First-past-post
GBR,United Kingdom,1906,Con,36.8,19.6,-17.2,131,670,First-past-post
GBR,United Kingdom,1906,Lib,44.5,59.7,15.2,400,670,First-past-post
NOR,Norway,1906,DNA,16,8.1,-7.9,10,123,Two-round
NOR,Norway,1906,H,32.8,29.3,-3.5,36,123,Two-round
NOR,Norway,1906,V,45.1,59.3,14.2,73,123,Two-round
USA,United States of America,1906,Dem,42.5,42.5,0,164,386,First-past-post
USA,United States of America,1906,Rep,51.2,57.5,6.3,222,386,First-past-post
CAN,Canada,1908,CPC,46.8,38.5,-8.3,85,221,First-past-post
CAN,Canada,1908,LP,50.4,61.1,10.7,135,221,First-past-post
CHE,Switzerland,1908,LPS,5.9,9,3.1,15,167,Two-round
CHE,Switzerland,1908,SP,17.6,4.2,-13.4,7,167,Two-round
CHE,Switzerland,1908,KK/CVP,20.5,21,0.5,35,167,Two-round
CHE,Switzerland,1908,FDP,50.9,62.9,12,105,167,Two-round
NZL,New Zealand,1908,RP,27.8,32.5,4.7,26,80,First-past-post
NZL,New Zealand,1908,LP/UP,58.7,62.5,3.8,50,80,First-past-post
USA,United States of America,1908,Dem,44.5,44,-0.5,172,391,First-past-post
USA,United States of America,1908,Rep,50.9,56,5.1,219,391,First-past-post
DNK,Denmark,1909,indep,5.7,5.3,-0.4,6,114,First-past-post
DNK,Denmark,1909,MV,5.9,9.6,3.7,11,114,First-past-post
DNK,Denmark,1909,RV,15.5,13.2,-2.3,15,114,First-past-post
DNK,Denmark,1909,KF,19.8,18.4,-1.4,21,114,First-past-post
DNK,Denmark,1909,V,24,32.5,8.5,37,114,First-past-post
DNK,Denmark,1909,SD,28.7,21.1,-7.6,24,114,First-past-post
NLD,Netherlands,1909,BVL,5.6,4,-1.6,4,100,Two-round
NLD,Netherlands,1909,VDB,9.1,9,-0.1,9,100,Two-round
NLD,Netherlands,1909,CHU,10.6,10,-0.6,10,100,Two-round
NLD,Netherlands,1909,AB/RSKP,12.8,25,12.2,25,100,Two-round
NLD,Netherlands,1909,SDAP,13.9,7,-6.9,7,100,Two-round
NLD,Netherlands,1909,LU,17.8,20,2.2,20,100,Two-round
NLD,Netherlands,1909,ARP,27.9,25,-2.9,25,100,Two-round
NOR,Norway,1909,DNA,21.6,8.9,-12.7,11,123,Two-round
NOR,Norway,1909,V,30.4,37.4,7,46,123,Two-round
NOR,Norway,1909,H & FV,41.5,52,10.5,64,123,Two-round
AUS,Australia,1910,CLP,45.1,41.3,-3.8,31,75,First-past-post
AUS,Australia,1910,ALP,50,57.3,7.3,43,75,First-past-post
DNK,Denmark,1910,KF,18.6,11.4,-7.2,13,114,First-past-post
DNK,Denmark,1910,RV,18.6,17.5,-1.1,20,114,First-past-post
DNK,Denmark,1910,SD,28.3,21.1,-7.2,24,114,First-past-post
DNK,Denmark,1910,V,34.1,50,15.9,57,114,First-past-post
FRA,France,1910,RI,11.4,18.1,6.7,105,580,Two-round
FRA,France,1910,GR,12.1,0,-12.1,0,580,Two-round
FRA,France,1910,PS,13.2,12.9,-0.3,75,580,Two-round
FRA,France,1910,UR/AD,17.4,23.6,6.2,137,580,Two-round
FRA,France,1910,C-FR,19,15.7,-3.3,91,580,Two-round
FRA,France,1910,PR,20.4,25,4.6,145,580,Two-round
GBR,United Kingdom,1910,LUP,5.6,7.3,1.7,49,670,First-past-post
GBR,United Kingdom,1910,Lab,7,6.3,-0.7,42,670,First-past-post
GBR,United Kingdom,1910,Con,40.6,33.4,-7.2,224,670,First-past-post
GBR,United Kingdom,1910,Lib,40.7,40.4,-0.3,271,670,First-past-post
USA,United States of America,1910,Dem,45.9,58.5,12.6,228,390,First-past-post
USA,United States of America,1910,Rep,46.8,41.3,-5.5,161,390,First-past-post
CAN,Canada,1911,LP,47.7,39.4,-8.3,87,221,First-past-post
CAN,Canada,1911,CPC,50.9,60.6,9.7,134,221,First-past-post
CHE,Switzerland,1911,LPS,6.8,7.4,0.6,14,189,Two-round
CHE,Switzerland,1911,KK/CVP,19.1,20.1,1,38,189,Two-round
CHE,Switzerland,1911,SP,20,7.9,-12.1,15,189,Two-round
CHE,Switzerland,1911,FDP,49.5,60.3,10.8,114,189,Two-round
NZL,New Zealand,1911,LP,8.8,5,-3.8,4,80,First-past-post
NZL,New Zealand,1911,indep,14.7,7.5,-7.2,6,80,First-past-post
NZL,New Zealand,1911,RP,35.4,46.3,10.9,37,80,First-past-post
NZL,New Zealand,1911,LP/UP,41.1,41.3,0.2,33,80,First-past-post
NOR,Norway,1912,DNA,26.3,18.7,-7.6,23,123,Two-round
NOR,Norway,1912,H & FV,33.2,19.5,-13.7,24,123,Two-round
NOR,Norway,1912,V and AD,40,NA,NA,NA,NA,Two-round
NOR,Norway,1912,V,NA,56.9,NA,70,123,Two-round
NOR,Norway,1912,RF,NA,4.9,NA,6,123,Two-round
USA,United States of America,1912,SPA,6.9,NA,NA,NA,NA,First-past-post
USA,United States of America,1912,PP,8.7,NA,NA,NA,NA,First-past-post
USA,United States of America,1912,Rep,31.6,29.2,-2.4,127,435,First-past-post
USA,United States of America,1912,Dem,41.4,66.9,25.5,291,435,First-past-post
AUS,Australia,1913,ALP,48.5,49.3,0.8,37,75,First-past-post
AUS,Australia,1913,CLP,48.9,50.7,1.8,38,75,First-past-post
DNK,Denmark,1913,RV,18.7,27.2,8.5,31,114,First-past-post
DNK,Denmark,1913,KF,22.4,6.1,-16.3,7,114,First-past-post
DNK,Denmark,1913,V,28.6,38.6,10,44,114,First-past-post
DNK,Denmark,1913,SD,29.6,28.1,-1.5,32,114,First-past-post
NLD,Netherlands,1913,BVL,6.6,10,3.4,10,100,Two-round
NLD,Netherlands,1913,VDB,7.3,7,-0.3,7,100,Two-round
NLD,Netherlands,1913,CHU,10.5,10,-0.5,10,100,Two-round
NLD,Netherlands,1913,AB/RSKP,14.5,25,10.5,25,100,Two-round
NLD,Netherlands,1913,LU,16.7,22,5.3,22,100,Two-round
NLD,Netherlands,1913,SDAP,18.5,15,-3.5,15,100,Two-round
NLD,Netherlands,1913,ARP,21.5,11,-10.5,11,100,Two-round
AUS,Australia,1914,CLP,47.2,42.7,-4.5,32,75,First-past-post
AUS,Australia,1914,ALP,50.9,56,5.1,42,75,First-past-post
CHE,Switzerland,1914,LPS,7.4,7.9,0.5,15,189,Two-round
CHE,Switzerland,1914,SP,10.1,10.1,0,19,189,Two-round
CHE,Switzerland,1914,KK/CVP,21.1,19.6,-1.5,37,189,Two-round
CHE,Switzerland,1914,FDP,56.1,59.3,3.2,112,189,Two-round
FRA,France,1914,GR,9.7,0,-9.7,0,586,Two-round
FRA,France,1914,C-FR,15.4,12.5,-2.9,73,586,Two-round
FRA,France,1914,RI,16.6,16.4,-0.2,96,586,Two-round
FRA,France,1914,PS,16.8,17.6,0.8,103,586,Two-round
FRA,France,1914,PR,18.1,23.4,5.3,137,586,Two-round
FRA,France,1914,UR/AD,18.8,25.6,6.8,150,586,Two-round
NZL,New Zealand,1914,LP/UP,42.6,42.5,-0.1,34,80,First-past-post
NZL,New Zealand,1914,RP,45.5,50,4.5,40,80,First-past-post
USA,United States of America,1914,PP,5.1,NA,NA,NA,NA,First-past-post
USA,United States of America,1914,Dem,39.7,52.9,13.2,230,435,First-past-post
USA,United States of America,1914,Rep,43,45.1,2.1,196,435,First-past-post
DNK,Denmark,1915,SD,NA,28.1,NA,32,114,First-past-post
DNK,Denmark,1915,KF,NA,6.1,NA,7,114,First-past-post
DNK,Denmark,1915,V,NA,37.7,NA,43,114,First-past-post
DNK,Denmark,1915,RV,NA,27.2,NA,31,114,First-past-post
USA,United States of America,1916,Dem,44.5,50,5.5,216,432,First-past-post
USA,United States of America,1916,Rep,49.1,48.6,-0.5,210,432,First-past-post
AUS,Australia,1917,ALP,43.9,29.3,-14.6,22,75,First-past-post
AUS,Australia,1917,NAT,54.2,70.7,16.5,53,75,First-past-post
CAN,Canada,1917,LP,39.9,34.9,-5,82,235,First-past-post
CAN,Canada,1917,CPC,57,65.1,8.1,153,235,First-past-post
CHE,Switzerland,1917,KK/CVP,16.5,22.2,5.7,42,189,Two-round
CHE,Switzerland,1917,SP,30.8,10.6,-20.2,20,189,Two-round
CHE,Switzerland,1917,FDP,40.8,54.5,13.7,103,189,Two-round
GBR,United Kingdom,1918,NLP-LG,12.6,18,5.4,127,707,First-past-post
GBR,United Kingdom,1918,Lib,13,5.1,-7.9,36,707,First-past-post
GBR,United Kingdom,1918,Lab,20.8,8.1,-12.7,57,707,First-past-post
GBR,United Kingdom,1918,Con,38.4,54,15.6,382,707,First-past-post
NOR,Norway,1918,V,28.3,40.5,12.2,51,126,Two-round
NOR,Norway,1918,H & FV,30.4,39.7,9.3,50,126,Two-round
NOR,Norway,1918,DNA,31.6,14.3,-17.3,18,126,Two-round
USA,United States of America,1918,Dem,40.5,43.9,3.4,190,433,First-past-post
USA,United States of America,1918,Rep,54.6,55.4,0.8,240,433,First-past-post
FRA,France,1919,RI,6.3,8.3,2,51,616,Two-round
FRA,France,1919,GR,11.1,12.8,1.7,79,616,Two-round
FRA,France,1919,C-FR,14.2,14.3,0.1,88,616,Two-round
FRA,France,1919,PR,17.7,17.2,-0.5,106,616,Two-round
FRA,France,1919,UR/AD,22.7,32.6,9.9,201,616,Two-round
FRA,France,1919,PS,23.4,10.9,-12.5,67,616,Two-round
NZL,New Zealand,1919,indep,10,10,0,8,80,First-past-post
NZL,New Zealand,1919,LP,24.2,10,-14.2,8,80,First-past-post
NZL,New Zealand,1919,LP/UP,30.1,23.8,-6.3,19,80,First-past-post
NZL,New Zealand,1919,RP,35.6,56.3,20.7,45,80,First-past-post
LTU,Lithuania,1920,LSLDP,5.8,8,2.2,9,112,Two-round
LTU,Lithuania,1920,ZDS,6.6,5.4,-1.2,6,112,Two-round
LTU,Lithuania,1920,LDF,10.2,13.4,3.2,15,112,Two-round
LTU,Lithuania,1920,LSDP,12.8,11.6,-1.2,13,112,Two-round
LTU,Lithuania,1920,VS,17,17,0,19,112,Two-round
LTU,Lithuania,1920,LKDP,35.2,21.4,-13.8,24,112,Two-round
USA,United States of America,1920,Dem,35.7,30.1,-5.6,131,435,First-past-post
USA,United States of America,1920,Rep,58.2,69.7,11.5,303,435,First-past-post
CAN,Canada,1921,PPC,22.9,27.2,4.3,64,235,First-past-post
CAN,Canada,1921,CPC,30.3,21.3,-9,50,235,First-past-post
CAN,Canada,1921,LP,40.7,49.4,8.7,116,235,First-past-post
GBR,United Kingdom,1922,NLP,10.2,8.6,-1.6,53,615,First-past-post
GBR,United Kingdom,1922,Lib,18.5,10.1,-8.4,62,615,First-past-post
GBR,United Kingdom,1922,Lab,29.4,23.1,-6.3,142,615,First-past-post
GBR,United Kingdom,1922,Con,38.2,55.9,17.7,344,615,First-past-post
NZL,New Zealand,1922,indep,10.7,5,-5.7,4,80,First-past-post
NZL,New Zealand,1922,LP,23.7,21.3,-2.4,17,80,First-past-post
NZL,New Zealand,1922,LP/UP,26.3,27.5,1.2,22,80,First-past-post
NZL,New Zealand,1922,RP,39.4,46.3,6.9,37,80,First-past-post
USA,United States of America,1922,Dem,44.2,47.1,2.9,205,435,First-past-post
USA,United States of America,1922,Rep,51.8,51.7,-0.1,225,435,First-past-post
GBR,United Kingdom,1923,Lib,29.7,25.7,-4,158,615,First-past-post
GBR,United Kingdom,1923,Lab,30.7,31.1,0.4,191,615,First-past-post
GBR,United Kingdom,1923,Con,38,42,4,258,615,First-past-post
FRA,France,1924,PCF,9.8,4.5,-5.3,26,574,Two-round
FRA,France,1924,GR,11.7,9.2,-2.5,53,574,Two-round
FRA,France,1924,PR,17.9,28.2,10.3,162,574,Two-round
FRA,France,1924,PS,20.1,18.1,-2,104,574,Two-round
FRA,France,1924,UR/AD,35.4,35.5,0.1,204,574,Two-round
GBR,United Kingdom,1924,Lib,17.6,6.5,-11.1,40,615,First-past-post
GBR,United Kingdom,1924,Lab,33,24.6,-8.4,151,615,First-past-post
GBR,United Kingdom,1924,Con,47.2,67,19.8,412,615,First-past-post
USA,United States of America,1924,Dem,39.9,42.3,2.4,184,435,First-past-post
USA,United States of America,1924,Rep,55.9,56.8,0.9,247,435,First-past-post
CAN,Canada,1925,PPC,9,9.8,0.8,24,245,First-past-post
CAN,Canada,1925,LP,39.9,40.4,0.5,99,245,First-past-post
CAN,Canada,1925,CPC,46.5,47.3,0.8,116,245,First-past-post
NZL,New Zealand,1925,LP/UP,20.9,13.8,-7.1,11,80,First-past-post
NZL,New Zealand,1925,LP,27.3,15,-12.3,12,80,First-past-post
NZL,New Zealand,1925,RP,47.2,68.8,21.6,55,80,First-past-post
CAN,Canada,1926,PPC,5.3,8.2,2.9,20,245,First-past-post
CAN,Canada,1926,CPC,45.3,37.1,-8.2,91,245,First-past-post
CAN,Canada,1926,LP,46.1,52.2,6.1,128,245,First-past-post
USA,United States of America,1926,Dem,40.5,44.8,4.3,195,435,First-past-post
USA,United States of America,1926,Rep,57,54.5,-2.5,237,435,First-past-post
FRA,France,1928,PRS,5.2,5.5,0.3,33,602,Two-round
FRA,France,1928,PCF,11.3,2.3,-9,14,602,Two-round
FRA,France,1928,PR,17.8,19.9,2.1,120,602,Two-round
FRA,France,1928,PS,18,16.4,-1.6,99,602,Two-round
FRA,France,1928,UR/AD,22,30.2,8.2,182,602,Two-round
FRA,France,1928,RepG + RadI,23.2,NA,NA,NA,NA,Two-round
FRA,France,1928,RI,NA,8.6,NA,52,602,Two-round
FRA,France,1928,GR,NA,12.3,NA,74,602,Two-round
NZL,New Zealand,1928,indep,5.5,6.3,0.8,5,80,First-past-post
NZL,New Zealand,1928,LP,26.2,23.8,-2.4,19,80,First-past-post
NZL,New Zealand,1928,LP/UP,30.2,33.8,3.6,27,80,First-past-post
NZL,New Zealand,1928,RP,35.9,35,-0.9,28,80,First-past-post
USA,United States of America,1928,Dem,41.5,38.2,-3.3,166,435,First-past-post
USA,United States of America,1928,Rep,56.6,61.6,5,268,435,First-past-post
GBR,United Kingdom,1929,Lib,23.4,9.6,-13.8,59,615,First-past-post
GBR,United Kingdom,1929,Lab,37,46.7,9.7,287,615,First-past-post
GBR,United Kingdom,1929,Con,38.2,42.3,4.1,260,615,First-past-post
CAN,Canada,1930,LP,45.2,37.1,-8.1,91,245,First-past-post
CAN,Canada,1930,CPC,48.8,55.9,7.1,137,245,First-past-post
USA,United States of America,1930,Dem,44.7,49.7,5,216,435,First-past-post
USA,United States of America,1930,Rep,52.7,50.1,-2.6,218,435,First-past-post
GBR,United Kingdom,1931,Lib,6.3,5.2,-1.1,32,615,First-past-post
GBR,United Kingdom,1931,Lab,30.7,8.5,-22.2,52,615,First-past-post
GBR,United Kingdom,1931,Con,55,76.4,21.4,470,615,First-past-post
NZL,New Zealand,1931,indep,9.4,5,-4.4,4,80,First-past-post
NZL,New Zealand,1931,LP/UP,16.9,23.8,6.9,19,80,First-past-post
NZL,New Zealand,1931,RP,26.6,35,8.4,28,80,First-past-post
NZL,New Zealand,1931,LP,34.3,30,-4.3,24,80,First-past-post
FRA,France,1932,PRS,5.4,6.1,0.7,37,605,Two-round
FRA,France,1932,C-FR,6.1,5.5,-0.6,33,605,Two-round
FRA,France,1932,PCF,8.3,2,-6.3,12,605,Two-round
FRA,France,1932,RI,10,10.2,0.2,62,605,Two-round
FRA,France,1932,UR/AD,12.9,12.6,-0.3,76,605,Two-round
FRA,France,1932,GR,13.6,11.9,-1.7,72,605,Two-round
FRA,France,1932,PR,19.2,26,6.8,157,605,Two-round
FRA,France,1932,PS,20.5,21.3,0.8,129,605,Two-round
USA,United States of America,1932,Rep,42.2,26.9,-15.3,117,435,First-past-post
USA,United States of America,1932,Dem,54.1,72,17.9,313,435,First-past-post
